Area	m2	bui
852	4.16E-04	R.front_thigh
853	3.66E-04	LeftLegsJoint
854	2.81E-04	L.Hand
855	3.57E-03	L.Fore_arm
856	6.55E-04	L.foreleg
857	1.27E-04	L.Fore_arm
858	1.17E-03	Back_side
859	3.95E-03	R.Side_chest
860	1.83E-04	Crown
861	5.07E-04	LeftArmsJoint
862	1.52E-03	Head
863	7.96E-04	L.foreleg
864	6.01E-04	Back_side
865	2.73E-04	L.Hand
866	6.32E-04	R.foreleg
867	1.33E-03	Crown
868	5.15E-04	R.Upper_arm
869	1.06E-03	Head
870	1.17E-03	Back_side
871	3.05E-03	L.Side_chest
872	4.44E-04	LeftLegsJoint
873	6.14E-04	L.front_thigh
874	3.59E-04	L.Hand
875	6.68E-04	R.Upper_arm
876	9.87E-04	Back_side
877	9.18E-04	L.Back_thigh
878	2.86E-03	R.Side_back
879	6.51E-04	L.foreleg
880	2.79E-03	R.Back_thigh
881	8.87E-05	L.Fore_arm
882	7.47E-04	L.foreleg
883	4.37E-04	L.Side_chest
884	2.77E-04	Pelvis
885	1.35E-03	L.Side_chest
886	2.52E-03	R.Side_chest
887	2.47E-03	L.Fore_arm
888	1.01E-03	R.Upper_arm
889	4.85E-04	Back_side
890	2.18E-03	Back_side
891	6.10E-04	L.Back_thigh
892	4.73E-04	Pelvis
893	1.43E-03	Back_side
894	1.16E-03	L.Hand
895	7.75E-04	Pelvis
896	4.47E-03	R.Upper_arm
897	5.99E-04	LeftLegsJoint
898	4.70E-04	R.Upper_arm
899	1.05E-03	R.Back_thigh
900	2.83E-04	L.Back_thigh
901	7.89E-04	L.Back_thigh
902	4.63E-04	L.Back_thigh
903	1.86E-04	Crown
904	5.82E-04	Back_side
905	7.30E-04	L.Back_thigh
906	1.12E-03	Back_side
907	1.03E-03	Pelvis
908	2.30E-03	R.Side_back
909	7.20E-04	R.Upper_arm
910	5.37E-03	R.Side_chest
911	1.97E-03	L.foot
912	4.32E-04	R.front_thigh
913	6.30E-05	L.Fore_arm
914	1.93E-03	Pelvis
915	4.03E-03	L.Back_thigh
916	3.84E-04	LeftLegsJoint
917	1.36E-03	Head
918	1.26E-03	Crown
919	7.33E-04	L.foot
920	2.20E-03	Head
921	1.84E-03	R.Hand
922	1.16E-03	Head
923	6.67E-04	Crown
924	4.88E-04	LeftLegsJoint
925	1.31E-04	LeftLegsJoint
926	9.27E-04	Pelvis
927	2.34E-04	R.Upper_arm
928	8.26E-04	R.Hand
929	7.31E-04	L.Hand
930	2.27E-03	Pelvis
931	2.46E-04	R.Fore_arm
932	5.29E-04	L.foot
933	4.16E-04	Crown
934	4.37E-04	R.Back_thigh
935	1.41E-03	Back_side
936	1.65E-04	L.foreleg
937	3.66E-03	L.front_thigh
938	1.01E-03	R.Back_thigh
939	1.49E-03	Head
940	8.77E-04	Crown
941	2.22E-03	L.front_thigh
942	7.72E-04	L.front_thigh
943	5.10E-04	Crown
944	7.63E-04	R.Side_chest
945	7.42E-04	R.Fore_arm
946	1.10E-03	Pelvis
947	7.58E-04	R.front_thigh
948	5.88E-04	L.Hand
949	6.47E-04	L.foreleg
950	8.83E-04	L.foot
951	3.25E-03	Back_side
952	1.09E-03	Crown
953	9.33E-04	Head
954	1.27E-03	R.Fore_arm
955	1.92E-04	LeftLegsJoint
956	6.16E-04	L.front_thigh
957	6.03E-04	R.Side_chest
958	1.44E-03	L.foreleg
959	1.48E-03	L.Back_thigh
960	4.20E-04	R.Hand
961	1.05E-03	L.Fore_arm
962	2.55E-03	Head
963	5.56E-04	R.Fore_arm
964	5.91E-04	L.foot
965	8.58E-04	Head
966	1.18E-03	L.foreleg
967	8.48E-04	R.Side_back
968	8.42E-04	Head
969	4.36E-04	L.Upper_arm
970	1.66E-03	Pelvis
971	2.50E-03	L.foreleg
972	1.21E-04	L.Hand
973	2.55E-03	L.front_thigh
974	2.40E-04	R.front_thigh
975	2.88E-04	Head
976	9.39E-04	Crown
977	1.13E-03	R.Side_chest
978	5.88E-04	L.foreleg
979	1.29E-03	L.front_thigh
980	1.96E-03	Back_side
981	6.65E-04	L.front_thigh
982	2.25E-03	L.foreleg
983	3.63E-04	R.Fore_arm
984	5.78E-04	L.foreleg
985	2.74E-04	Head
986	1.03E-03	Head
987	2.51E-03	L.Hand
988	1.21E-03	L.Fore_arm
989	1.30E-03	Head
990	3.85E-04	Pelvis
991	1.14E-03	Head
992	3.15E-04	Head
993	1.02E-03	L.front_thigh
994	2.04E-03	Head
995	6.84E-04	L.foreleg
996	1.11E-03	L.front_thigh
997	1.32E-03	L.Upper_arm
998	1.23E-03	L.foreleg
999	2.93E-03	L.Side_chest
1000	2.87E-03	R.front_thigh
1001	8.86E-04	L.foreleg
1002	2.74E-04	Head
1003	7.32E-04	Crown
1004	1.34E-03	Head
1005	7.75E-04	L.front_thigh
1006	2.35E-03	Back_side
1007	2.20E-04	Head
1008	3.42E-05	Head
1009	1.61E-03	R.front_thigh
1010	1.05E-03	Head
1011	1.24E-03	Head
1012	1.48E-03	L.foreleg
1013	9.35E-05	L.Hand
1014	4.56E-04	Crown
1015	2.00E-03	L.Side_back
1016	1.66E-03	R.Upper_arm
1017	1.05E-03	R.Upper_arm
1018	2.92E-04	Head
1019	1.98E-03	L.Back_thigh
1020	1.81E-03	Pelvis
1021	2.11E-03	L.Upper_arm
1022	5.45E-04	R.Back_thigh
1023	1.76E-03	L.foreleg
1024	3.60E-03	R.Side_chest
1025	8.36E-04	Head
1026	8.78E-04	Pelvis
1027	3.15E-04	L.front_thigh
1028	1.01E-03	L.foot
1029	5.14E-04	L.Upper_arm
1030	1.06E-03	Back_side
1031	3.03E-04	Head
1032	1.03E-03	L.front_thigh
1033	7.21E-04	R.Back_thigh
1034	4.55E-04	Head
1035	7.92E-04	Back_side
1036	1.95E-04	L.Upper_arm
1037	5.83E-04	Head
1038	2.66E-03	R.front_thigh
1039	6.74E-04	Head
1040	1.05E-03	Head
1041	1.63E-03	R.Upper_arm
1042	6.46E-04	R.front_thigh
1043	1.26E-03	Head
1044	3.44E-04	Head
1045	2.53E-04	Head
1046	1.38E-03	Head
1047	1.70E-03	L.foot
1048	9.88E-04	Head
1049	9.64E-04	L.foreleg
1050	1.81E-04	Head
1051	7.19E-04	L.foreleg
1052	3.34E-03	R.front_thigh
1053	1.41E-03	Head
1054	1.72E-03	Head
1055	3.93E-04	L.Hand
1056	1.23E-03	L.foot
1057	1.24E-03	L.Upper_arm
1058	4.35E-04	R.Hand
1059	6.11E-05	RightLegsJoint
1060	1.64E-03	L.front_thigh
1061	1.35E-03	L.foot
1062	1.61E-03	L.Upper_arm
1063	4.20E-04	L.foreleg
1064	6.92E-04	Head
1065	1.11E-03	L.front_thigh
1066	3.23E-03	R.Side_chest
1067	1.19E-03	Back_side
1068	8.08E-04	Back_side
1069	1.15E-03	L.foreleg
1070	8.54E-04	L.front_thigh
1071	1.80E-03	L.Fore_arm
1072	6.60E-04	Head
1073	8.11E-04	L.Upper_arm
1074	3.71E-04	Head
1075	4.05E-03	L.Fore_arm
1076	1.05E-03	Head
1077	8.05E-04	L.Upper_arm
1078	2.39E-03	L.foreleg
1079	6.77E-04	L.foot
1080	1.13E-03	Head
1081	4.57E-04	L.Hand
1082	1.37E-03	L.Fore_arm
1083	1.04E-03	L.foreleg
1084	5.44E-04	L.foreleg
1085	3.11E-03	R.Side_chest
1086	5.85E-04	L.Hand
1087	3.65E-04	L.Hand
1088	7.38E-04	L.foreleg
1089	1.36E-03	Back_side
1090	9.92E-04	L.foot
1091	4.31E-04	L.Hand
1092	3.32E-03	R.front_thigh
1093	2.22E-04	L.foot
1094	3.36E-04	L.foreleg
1095	1.65E-03	L.Side_back
1096	1.36E-03	L.foreleg
1097	1.56E-03	L.foreleg
1098	9.33E-04	L.front_thigh
1099	1.24E-03	L.foot
1100	1.12E-03	L.foot
1101	1.59E-03	L.Back_thigh
1102	1.06E-03	L.foot
1103	2.02E-03	L.Side_chest
1104	6.68E-04	R.Back_thigh
1105	5.24E-04	L.Back_thigh
1106	1.20E-03	L.Upper_arm
1107	1.96E-03	R.Upper_arm
1108	4.56E-04	L.front_thigh
1109	5.26E-03	L.Side_chest
1110	1.33E-03	L.foreleg
1111	1.74E-03	R.Back_thigh
1112	2.09E-03	L.foreleg
1113	1.32E-03	L.Upper_arm
1114	1.19E-03	L.Upper_arm
1115	2.12E-04	L.foot
1116	1.80E-04	L.foot
1117	3.81E-04	RightLegsJoint
1118	3.34E-04	LeftLegsJoint
1119	6.17E-04	L.front_thigh
1120	4.47E-04	LeftLegsJoint
1121	2.71E-04	RightLegsJoint
1122	5.65E-04	L.front_thigh
1123	4.04E-04	LeftLegsJoint
1124	2.51E-04	RightLegsJoint
1125	3.64E-04	LeftLegsJoint
1126	2.57E-04	LeftLegsJoint
1127	1.56E-03	R.Back_thigh
1128	3.50E-04	RightLegsJoint
1129	2.56E-04	RightLegsJoint
1130	8.12E-04	L.Back_thigh
1131	5.61E-04	LeftLegsJoint
1132	1.32E-04	R.Hand
1133	1.00E-04	R.Hand
1134	3.50E-04	R.front_thigh
1135	6.68E-05	LeftLegsJoint
1136	4.40E-04	L.foot
1137	7.66E-04	R.Back_thigh
1138	1.08E-03	R.Back_thigh
1139	2.90E-04	R.Back_thigh
1140	5.33E-04	R.front_thigh
1141	7.91E-04	L.foreleg
1142	2.40E-04	LeftLegsJoint
1143	3.16E-05	LeftLegsJoint
1144	7.99E-04	L.foot
1145	1.71E-03	L.Back_thigh
1146	5.72E-04	L.foreleg
1147	2.04E-04	LeftLegsJoint
1148	2.89E-04	L.foot
1149	3.11E-04	L.foot
1150	1.11E-03	R.Back_thigh
1151	7.99E-04	L.foot
1152	1.81E-03	L.foot
1153	1.36E-03	Back_side
1154	8.19E-04	RightLegsJoint
1155	3.42E-04	LeftLegsJoint
1156	7.93E-04	L.foreleg
1157	8.79E-04	L.foot
1158	2.14E-03	L.foot
1159	3.08E-04	LeftLegsJoint
1160	4.92E-04	R.Back_thigh
1161	9.91E-04	R.Back_thigh
1162	2.33E-04	LeftLegsJoint
1163	4.34E-04	L.foreleg
1164	2.97E-04	R.foreleg
1165	1.54E-03	L.Back_thigh
1166	4.90E-04	R.Back_thigh
1167	3.74E-04	L.foot
1168	4.71E-04	L.Back_thigh
1169	8.41E-04	R.Back_thigh
1170	2.81E-04	LeftLegsJoint
1171	1.13E-03	L.Back_thigh
1172	1.75E-03	R.Back_thigh
1173	6.66E-04	Back_side
1174	3.47E-03	L.Back_thigh
1175	7.09E-04	L.foreleg
1176	5.50E-04	L.foot
1177	5.36E-04	L.foot
1178	4.64E-04	L.Back_thigh
1179	1.76E-03	R.Back_thigh
1180	5.49E-04	Back_side
1181	7.56E-04	L.Back_thigh
1182	1.09E-03	L.Back_thigh
1183	7.47E-04	R.Back_thigh
1184	2.51E-04	R.Back_thigh
1185	3.74E-03	Back_side
1186	8.17E-04	L.foot
1187	4.04E-04	Pelvis
1188	8.10E-05	LeftLegsJoint
1189	3.01E-04	LeftLegsJoint
1190	3.25E-04	L.foot
1191	5.77E-04	L.foot
1192	8.23E-04	L.Back_thigh
1193	2.20E-04	LeftLegsJoint
1194	1.39E-03	L.foreleg
1195	4.38E-04	LeftLegsJoint
1196	7.20E-04	R.Back_thigh
1197	2.99E-04	L.Back_thigh
1198	3.35E-04	R.Back_thigh
1199	2.96E-04	RightLegsJoint
1200	2.91E-04	LeftLegsJoint
1201	1.44E-03	R.Back_thigh
1202	7.93E-04	L.Back_thigh
1203	8.28E-04	L.foreleg
1204	2.06E-03	L.Back_thigh
1205	6.86E-04	L.Back_thigh
1206	2.09E-03	R.Back_thigh
1207	1.37E-03	L.Back_thigh
1208	5.28E-04	L.Back_thigh
1209	2.50E-04	LeftLegsJoint
1210	1.32E-03	L.foreleg
1211	1.00E-03	L.foot
1212	1.25E-03	L.Back_thigh
1213	1.47E-03	R.Back_thigh
1214	1.94E-03	Back_side
1215	7.90E-04	L.Back_thigh
1216	5.81E-04	L.foreleg
1217	1.18E-03	L.foreleg
1218	9.60E-04	L.foreleg
1219	9.76E-04	L.foot
1220	5.86E-04	L.foot
1221	9.54E-04	L.foot
1222	7.81E-04	L.foot
1223	6.08E-04	L.foot
1224	9.61E-04	L.Back_thigh
1225	7.89E-04	L.Back_thigh
1226	1.64E-04	L.foreleg
1227	1.20E-03	R.Back_thigh
1228	1.28E-03	R.Back_thigh
1229	2.74E-03	L.Back_thigh
1230	1.77E-04	LeftLegsJoint
1231	6.94E-04	L.foot
1232	1.37E-04	L.Back_thigh
1233	2.20E-03	L.Back_thigh
1234	2.15E-03	Back_side
1235	4.70E-04	LeftLegsJoint
1236	1.46E-03	R.Back_thigh
1237	9.08E-04	L.foreleg
1238	6.66E-04	R.Back_thigh
1239	6.30E-04	L.foot
1240	3.38E-04	L.foreleg
1241	8.14E-04	RightLegsJoint
1242	1.71E-03	L.Back_thigh
1243	2.77E-03	L.Back_thigh
1244	6.99E-04	Back_side
1245	1.13E-03	Pelvis
1246	5.03E-04	R.foreleg
1247	8.82E-04	L.Back_thigh
1248	1.33E-03	L.Back_thigh
1249	1.22E-03	L.foot
1250	1.25E-03	R.Back_thigh
1251	3.30E-04	RightLegsJoint
1252	2.05E-04	LeftLegsJoint
1253	1.08E-03	R.Back_thigh
1254	9.48E-04	R.Back_thigh
1255	7.83E-04	R.Back_thigh
1256	1.59E-03	L.foreleg
1257	1.48E-03	L.foot
1258	5.34E-04	R.Back_thigh
1259	7.71E-04	L.foreleg
1260	6.99E-04	RightLegsJoint
1261	8.69E-04	R.Back_thigh
1262	8.38E-04	L.foot
1263	2.20E-03	R.Back_thigh
1264	2.04E-03	Back_side
1265	2.77E-03	L.Back_thigh
1266	1.29E-03	L.foreleg
1267	7.63E-04	L.foot
1268	6.33E-04	R.Back_thigh
1269	5.09E-03	R.Back_thigh
1270	1.95E-03	L.foreleg
1271	1.33E-03	R.Back_thigh
1272	2.93E-04	L.Back_thigh
1273	1.23E-03	L.foreleg
1274	1.95E-03	R.Back_thigh
1275	1.62E-03	Back_side
1276	1.39E-03	L.foreleg
1277	6.88E-04	L.Back_thigh
1278	5.35E-04	L.foot
1279	1.72E-03	R.Back_thigh
1280	8.92E-04	R.Back_thigh
1281	7.72E-04	R.Back_thigh
1282	6.16E-04	L.Back_thigh
1283	1.24E-03	L.Back_thigh
1284	4.76E-04	L.Back_thigh
1285	8.62E-04	L.Back_thigh
1286	1.77E-03	R.Back_thigh
1287	4.04E-04	LeftLegsJoint
1288	1.37E-03	L.Back_thigh
1289	5.36E-04	R.front_thigh
1290	7.24E-04	L.Back_thigh
1291	8.23E-04	L.Back_thigh
1292	2.23E-03	R.Back_thigh
1293	1.36E-03	L.Back_thigh
1294	1.02E-03	R.Back_thigh
1295	8.06E-04	L.Back_thigh
1296	1.35E-03	R.Back_thigh
1297	8.60E-04	Pelvis
1298	9.69E-04	R.Back_thigh
1299	3.60E-03	L.Back_thigh
1300	1.71E-03	L.Back_thigh
1301	1.44E-03	R.Back_thigh
1302	1.84E-03	R.Back_thigh
1303	4.83E-04	L.Back_thigh
1304	1.96E-03	Back_side
1305	1.53E-03	L.Back_thigh
1306	1.49E-03	L.Back_thigh
1307	1.25E-03	R.Back_thigh
1308	1.64E-03	L.Back_thigh
1309	4.34E-04	L.foreleg
1310	3.88E-04	L.foreleg
1311	2.56E-03	L.Back_thigh
1312	7.13E-04	R.Back_thigh
1313	1.26E-03	L.foreleg
1314	6.89E-04	LeftLegsJoint
1315	1.73E-03	Back_side
1316	7.69E-04	R.Back_thigh
1317	2.21E-03	Back_side
1318	7.16E-04	L.foreleg
1319	2.23E-03	R.Back_thigh
1320	7.04E-04	L.Back_thigh
1321	6.23E-04	R.Back_thigh
1322	1.01E-03	L.foreleg
1323	5.40E-04	L.foreleg
1324	3.26E-04	RightLegsJoint
1325	2.15E-03	L.Back_thigh
1326	2.55E-04	L.foreleg
1327	5.03E-04	L.Back_thigh
1328	1.80E-03	Back_side
1329	7.42E-04	L.Back_thigh
1330	1.82E-03	L.Back_thigh
1331	1.27E-03	L.foot
1332	5.30E-04	R.Back_thigh
1333	9.02E-04	R.Back_thigh
1334	7.22E-04	L.Back_thigh
1335	7.10E-04	L.Back_thigh
1336	3.10E-04	L.foreleg
1337	1.73E-03	L.Back_thigh
1338	7.91E-04	Back_side
1339	1.46E-03	R.Back_thigh
1340	6.63E-04	L.Back_thigh
1341	3.02E-03	L.Side_back
1342	1.27E-04	L.Fore_arm
1343	1.54E-04	L.Fore_arm
1344	1.07E-03	L.Fore_arm
1345	3.53E-04	R.Fore_arm
1346	7.10E-04	L.foreleg
1347	6.17E-04	L.foreleg
1348	4.56E-04	L.foreleg
1349	5.90E-04	L.foreleg
1350	3.78E-04	L.foreleg
1351	1.30E-03	L.foreleg
1352	8.52E-04	L.Side_back
1353	1.29E-03	Back_side
1354	7.31E-04	Back_side
1355	7.23E-04	L.Side_back
1356	1.26E-03	L.Side_back
1357	9.39E-04	L.Side_back
1358	5.79E-04	L.Side_back
1359	4.04E-04	Pelvis
1360	6.27E-04	Pelvis
1361	4.94E-04	Pelvis
1362	3.95E-03	R.Side_back
1363	2.46E-03	R.Side_back
1364	1.37E-03	R.Side_back
1365	5.91E-04	R.Side_back
1366	4.88E-04	R.Side_back
1367	3.43E-04	R.Side_back
1368	2.89E-04	R.Side_back
1369	3.64E-04	Crown
1370	3.88E-04	Crown
1371	4.54E-04	Crown
1372	7.07E-04	Crown
1373	6.08E-04	Crown
1374	5.02E-04	Crown
1375	1.13E-03	Crown
1376	5.86E-04	Head
1377	4.03E-04	Head
1378	2.77E-04	R.Upper_arm
1379	2.79E-04	R.Upper_arm
1380	2.75E-04	R.Upper_arm
1381	3.36E-04	R.Fore_arm
1382	4.30E-04	R.Fore_arm
1383	5.68E-04	Crown
1384	6.78E-04	Crown
1385	3.69E-04	L.Upper_arm
1386	1.89E-04	L.Upper_arm
1387	3.25E-04	L.Upper_arm
1388	1.02E-04	LeftArmsJoint
1389	3.87E-04	L.Upper_arm
1390	2.74E-04	L.Upper_arm
1391	3.65E-04	L.Upper_arm
1392	3.22E-04	L.Upper_arm
1393	4.05E-04	L.Upper_arm
1394	1.50E-04	LeftArmsJoint
1395	5.23E-04	R.Upper_arm
1396	7.10E-04	R.Upper_arm
1397	6.71E-04	R.Upper_arm
1398	1.93E-03	R.Side_back
1399	1.38E-03	R.Upper_arm
1400	7.15E-04	R.Side_chest
1401	5.24E-04	Pelvis
1402	6.71E-04	Pelvis
1403	3.55E-03	R.Fore_arm
1404	2.74E-04	R.Hand
1405	3.58E-04	R.Hand
1406	2.96E-04	R.Hand
1407	9.28E-05	R.Hand
1408	1.87E-04	R.Hand
1409	1.56E-04	R.Hand
1410	7.43E-04	R.Hand
1411	7.11E-04	R.Hand
1412	7.12E-04	R.Hand
1413	1.37E-03	R.Hand
1414	1.51E-03	R.Hand
1415	1.02E-03	R.Hand
1416	2.81E-04	R.Hand
1417	6.62E-04	R.Hand
1418	1.28E-04	RightArmsJoint
1419	2.34E-04	R.Upper_arm
1420	4.71E-04	R.Upper_arm
1421	3.26E-04	RightArmsJoint
1422	1.61E-04	RightArmsJoint
1423	5.55E-04	RightArmsJoint
1424	4.40E-04	RightArmsJoint
1425	9.45E-04	RightArmsJoint
1426	7.72E-04	RightArmsJoint
1427	6.29E-04	RightArmsJoint
1428	5.48E-04	LeftArmsJoint
1429	3.89E-04	LeftArmsJoint
1430	4.58E-04	LeftArmsJoint
1431	6.30E-04	LeftArmsJoint
1432	3.31E-04	LeftArmsJoint
1433	5.62E-05	LeftArmsJoint
1434	2.64E-04	LeftArmsJoint
1435	5.39E-04	LeftArmsJoint
1436	4.81E-04	LeftArmsJoint
1437	5.58E-05	L.Fore_arm
1438	2.48E-04	LeftArmsJoint
1439	4.01E-04	LeftArmsJoint
1440	2.03E-04	L.Upper_arm
1441	1.39E-04	L.Upper_arm
1442	5.43E-04	L.Upper_arm
1443	1.39E-03	L.Upper_arm
1444	1.31E-03	L.Upper_arm
1445	6.83E-04	L.Upper_arm
1446	5.70E-04	L.Upper_arm
1447	3.29E-04	L.Upper_arm
1448	6.10E-04	L.Upper_arm
1449	1.76E-03	L.Fore_arm
1450	2.75E-03	L.Fore_arm
1451	1.98E-03	L.Fore_arm
1452	2.56E-03	L.Fore_arm
1453	1.06E-03	L.Fore_arm
1454	1.38E-03	L.Fore_arm
1455	6.36E-04	L.Fore_arm
1456	5.68E-04	L.Fore_arm
1457	3.56E-04	L.Hand
1458	2.32E-04	L.Hand
1459	2.56E-04	L.Hand
1460	3.87E-04	L.Hand
1461	1.57E-04	L.Hand
1462	8.66E-05	L.Hand
1463	3.31E-04	L.Hand
1464	1.13E-04	L.Hand
1465	2.12E-04	L.Hand
1466	3.45E-04	L.Hand
1467	1.81E-04	L.Hand
1468	2.62E-04	L.Hand
1469	7.60E-04	L.Hand
1470	2.57E-04	L.Hand
1471	9.05E-04	L.Hand
1472	9.73E-04	L.Hand
1473	3.44E-04	RightLegsJoint
1474	9.10E-04	RightLegsJoint
1475	2.12E-04	RightLegsJoint
1476	5.76E-04	RightLegsJoint
1477	2.30E-04	RightLegsJoint
1478	2.31E-04	RightLegsJoint
1479	1.61E-04	RightLegsJoint
1480	1.20E-03	RightLegsJoint
1481	3.25E-04	RightLegsJoint
1482	5.10E-04	RightLegsJoint
1483	2.98E-04	RightLegsJoint
1484	1.01E-04	Head
1485	8.16E-05	Head
1486	6.69E-04	Head
1487	3.44E-04	Head
1488	3.56E-04	Head
1489	4.98E-04	Head
1490	7.24E-04	Head
1491	4.06E-04	Head
1492	1.01E-03	Head
1493	3.83E-04	Head
1494	5.26E-04	Head
1495	2.07E-04	Head
1496	4.96E-04	L.foreleg
1497	6.01E-04	L.Hand
1498	2.63E-04	L.Hand
1499	1.72E-04	L.Hand
1500	2.85E-03	R.Fore_arm
1501	2.25E-03	R.Fore_arm
1502	4.49E-03	L.Side_back
1503	3.04E-03	L.Side_back
1504	1.84E-04	LeftLegsJoint
1505	2.21E-03	L.Upper_arm
1506	2.65E-03	L.Upper_arm
1507	1.67E-03	Back_side
1508	4.29E-03	L.Side_back
1509	3.46E-03	L.Side_chest
1510	2.59E-03	R.Upper_arm
1511	1.06E-03	R.foot
1512	1.33E-03	R.foreleg
1513	9.92E-04	R.foot
1514	7.33E-04	R.foot
1515	1.11E-03	R.foreleg
1516	5.23E-04	R.foreleg
1517	7.15E-04	R.foreleg
1518	2.09E-03	R.foreleg
1519	3.26E-04	R.foreleg
1520	8.83E-04	R.foot
1521	5.91E-04	R.foot
1522	1.18E-03	R.foreleg
1523	2.13E-03	R.foreleg
1524	5.18E-04	R.foot
1525	4.94E-04	R.foreleg
1526	6.77E-04	R.foot
1527	1.57E-03	R.foot
1528	1.26E-03	R.foreleg
1529	1.04E-03	R.foreleg
1530	5.16E-04	R.foreleg
1531	5.56E-04	R.foreleg
1532	7.96E-04	R.foreleg
1533	6.55E-04	R.foreleg
1534	1.06E-03	R.foreleg
1535	1.31E-03	R.foreleg
1536	1.39E-03	R.foreleg
1537	8.44E-04	R.foreleg
1538	1.44E-03	R.foreleg
1539	6.44E-04	R.foreleg
1540	1.97E-03	R.foot
1541	4.14E-04	R.foreleg
1542	1.23E-03	R.foot
1543	1.35E-03	R.foot
1544	4.20E-04	R.foreleg
1545	1.99E-03	R.foreleg
1546	4.96E-04	R.foreleg
1547	1.01E-03	R.foot
1548	8.73E-04	R.foreleg
1549	1.18E-03	R.foreleg
1550	1.02E-03	R.foreleg
1551	5.27E-04	R.foreleg
1552	1.18E-03	R.foot
1553	7.46E-04	R.foot
1554	5.35E-04	R.foreleg
1555	3.09E-03	R.foot
1556	3.95E-04	R.foreleg
1557	1.81E-03	R.foreleg
1558	6.11E-04	R.foot
1559	2.39E-03	R.foreleg
1560	8.09E-04	R.foot
1561	6.84E-04	R.foreleg
1562	8.47E-04	R.foreleg
1563	2.25E-03	R.foreleg
1564	7.19E-04	R.foreleg
1565	1.71E-03	R.foreleg
1566	1.78E-03	R.foreleg
1567	1.15E-03	R.foreleg
1568	2.22E-04	R.foot
1569	1.31E-03	R.foreleg
1570	9.64E-04	R.foreleg
1571	3.36E-04	R.foreleg
1572	1.79E-03	R.foreleg
1573	5.44E-04	R.foreleg
1574	1.12E-03	R.foot
1575	1.56E-03	R.foreleg
1576	3.03E-03	R.foreleg
1577	1.23E-03	R.foreleg
1578	5.54E-04	R.foreleg
1579	7.47E-04	R.foreleg
1580	3.89E-03	R.foreleg
1581	7.84E-04	R.foreleg
1582	8.86E-04	R.foreleg
1583	4.45E-04	R.foot
1584	1.24E-03	R.foot
1585	9.53E-04	R.foreleg
1586	4.56E-04	R.foreleg
1587	1.36E-03	R.foreleg
1588	1.70E-03	R.foreleg
1589	6.88E-04	R.foreleg
1590	4.16E-04	R.foot
1591	7.16E-04	R.foreleg
1592	2.13E-04	R.foot
1593	1.62E-03	R.foreleg
1594	7.59E-04	R.foot
1595	4.09E-04	R.foreleg
1596	1.18E-03	R.foreleg
1597	5.78E-04	R.foreleg
1598	8.69E-04	R.foot
1599	1.48E-03	R.foreleg
1600	2.28E-03	R.foreleg
1601	3.81E-04	R.foreleg
1602	3.64E-04	R.foot
1603	4.84E-04	R.foot
1604	1.78E-03	R.foreleg
1605	2.97E-03	R.foreleg
1606	5.95E-04	R.foreleg
1607	3.39E-03	R.foreleg
1608	7.67E-04	R.foot
1609	5.88E-04	R.foreleg
1610	1.70E-03	R.foot
1611	1.76E-03	R.foreleg
1612	2.50E-03	R.foreleg
1613	2.09E-03	R.foreleg
1614	2.12E-04	R.foot
1615	1.80E-04	R.foot
1616	4.40E-04	R.foot
1617	7.91E-04	R.foreleg
1618	2.90E-04	R.foot
1619	3.11E-04	R.foot
1620	7.99E-04	R.foot
1621	7.93E-04	R.foreleg
1622	2.14E-03	R.foot
1623	6.82E-04	R.foreleg
1624	3.74E-04	R.foot
1625	7.09E-04	R.foreleg
1626	5.50E-04	R.foot
1627	8.17E-04	R.foot
1628	3.25E-04	R.foot
1629	5.77E-04	R.foot
1630	1.68E-03	R.foreleg
1631	5.81E-04	R.foreleg
1632	1.18E-03	R.foreleg
1633	9.60E-04	R.foreleg
1634	9.76E-04	R.foot
1635	5.86E-04	R.foot
1636	9.54E-04	R.foot
1637	1.66E-03	R.foot
1638	9.08E-04	R.foreleg
1639	6.30E-04	R.foot
1640	1.59E-03	R.foreleg
1641	7.71E-04	R.foreleg
1642	8.38E-04	R.foot
1643	1.29E-03	R.foreleg
1644	7.63E-04	R.foot
1645	1.95E-03	R.foreleg
1646	1.23E-03	R.foreleg
1647	1.39E-03	R.foreleg
1648	3.88E-04	R.foreleg
1649	1.26E-03	R.foreleg
1650	7.16E-04	R.foreleg
1651	1.01E-03	R.foreleg
1652	5.40E-04	R.foreleg
1653	2.55E-04	R.foreleg
1654	1.27E-03	R.foot
1655	3.10E-04	R.foreleg
1656	7.10E-04	R.foreleg
1657	6.17E-04	R.foreleg
1658	4.56E-04	R.foreleg
1659	5.90E-04	R.foreleg
1660	3.78E-04	R.foreleg
1661	1.30E-03	R.foreleg
1662	4.96E-04	R.foreleg
1663	4.15E-04	R.foreleg
1664	5.83E-04	R.foreleg
1665	6.09E-04	R.foreleg
1666	6.57E-04	R.foreleg
1667	9.53E-04	R.foreleg
1668	6.68E-04	R.foreleg
1669	2.96E-04	RightLegsJoint
1670	8.79E-04	R.foreleg
1671	2.76E-04	R.foreleg
1672	2.07E-04	RightLegsJoint
1673	1.24E-04	R.foreleg
1674	3.54E-04	R.foreleg
1675	3.58E-04	R.foreleg
1676	2.55E-04	R.foreleg
1677	7.40E-04	R.foreleg
1678	3.04E-04	R.foreleg
1679	2.92E-04	R.foreleg
