Area,Direction,Normal_Z,Result,Azimuth,Elevation
933,270,-0.1634,DownDirection,46.34,-9.4
934,90,-0.2211,DownDirection,35.51,-12.77
935,270,0.2336,UpDirection,100.14,13.51
936,90,0.5682,UpDirection,-153.06,34.62
937,270,-0.6998,DownDirection,-12.15,-44.41
938,90,-0.2391,DownDirection,129.74,-13.84
939,90,-0.3254,DownDirection,-22.35,-18.99
940,270,-0.0169,DownDirection,122,-0.97
941,90,0.9921,UpDirection,126.5,82.79
942,90,0.6147,UpDirection,93.38,37.93
943,270,-0.27,DownDirection,61.95,-15.66
944,90,-0.0785,DownDirection,31.86,-4.5
945,90,0.2891,UpDirection,7.64,16.8
946,90,0.0715,UpDirection,59.75,4.1
947,90,0.7082,UpDirection,-23.37,45.09
948,90,0.6564,UpDirection,159.47,41.02
949,270,-0.5192,DownDirection,30.08,-31.28
950,90,0.3613,UpDirection,7.55,21.18
951,270,-0.0949,DownDirection,90.87,-5.44
952,270,-0.1665,DownDirection,57.37,-9.59
953,90,-0.2291,DownDirection,32.97,-13.24
954,270,0.6441,UpDirection,47.21,40.1
955,90,-0.1226,DownDirection,106.26,-7.04
956,90,0.2999,UpDirection,-21.11,17.45
957,90,-0.1278,DownDirection,22.71,-7.34
958,270,0.1246,UpDirection,26.69,7.16
959,270,0.3901,UpDirection,9.98,22.96
960,90,0.2927,UpDirection,114.11,17.02
961,90,-0.1644,DownDirection,0.62,-9.46
962,90,0.1337,UpDirection,133.75,7.68
963,270,0.5371,UpDirection,18.03,32.49
964,90,-0.2559,DownDirection,22.13,-14.83
965,90,-0.3644,DownDirection,-17.93,-21.37
966,270,-0.036,DownDirection,-12,-2.06
967,90,-0.1337,DownDirection,2.72,-7.68
968,90,0.0149,UpDirection,62.47,0.86
969,270,0.9003,UpDirection,112.2,64.2
970,90,0.089,UpDirection,85.07,5.11
971,90,0.0972,UpDirection,34.88,5.58
972,270,0.4972,UpDirection,91.64,29.82
973,90,0.4015,UpDirection,171.2,23.68
974,270,-0.4688,DownDirection,5.22,-27.96
975,90,0.2326,UpDirection,126.82,13.45
976,270,-0.0557,DownDirection,111.2,-3.2
977,90,-0.162,DownDirection,2.16,-9.32
978,270,0.3404,UpDirection,75.66,19.9
979,90,0.654,UpDirection,-12.82,40.84
980,270,0.0689,UpDirection,86.65,3.95
981,90,0.5671,UpDirection,122.92,34.55
982,90,0.2778,UpDirection,144.14,16.13
983,270,-0.7445,DownDirection,72.8,-48.12
984,90,-0.4361,DownDirection,-30.78,-25.86
985,270,0.8632,UpDirection,-124.71,59.67
986,90,-0.3698,DownDirection,0.93,-21.7
987,90,-0.0446,DownDirection,30.13,-2.56
988,90,0.1662,UpDirection,21.92,9.57
989,90,-0.3428,DownDirection,10.4,-20.05
990,90,0.1002,UpDirection,109.96,5.75
991,90,-0.1608,DownDirection,55.19,-9.25
992,270,0.2059,UpDirection,102.78,11.88
993,270,-0.8761,DownDirection,16.41,-61.18
994,270,0.3186,UpDirection,6.91,18.58
995,90,0.5225,UpDirection,66.95,31.5
996,90,0.8948,UpDirection,1.98,63.48
997,270,-0.3457,DownDirection,-22.53,-20.22
998,270,0.3624,UpDirection,40.83,21.25
999,90,0.1151,UpDirection,106.02,6.61
1000,90,0.9314,UpDirection,10.76,68.66
1001,270,0.3678,UpDirection,55.91,21.58
1002,270,0.1886,UpDirection,91.51,10.87
1003,270,0.0739,UpDirection,63.8,4.24
1004,90,-0.4125,DownDirection,17,-24.36
1005,90,0.6436,UpDirection,-12.7,40.06
1006,270,-0.1176,DownDirection,22.17,-6.75
1007,90,-0.0764,DownDirection,90.72,-4.38
1008,90,-0.4527,DownDirection,81.73,-26.92
1009,90,0.8464,UpDirection,159.76,57.82
1010,270,0.3993,UpDirection,140.72,23.53
1011,270,0.1132,UpDirection,-24.26,6.5
1012,90,0.3527,UpDirection,105.37,20.65
1013,270,0.5107,UpDirection,87.32,30.71
1014,270,0.0403,UpDirection,87.09,2.31
1015,270,0.292,UpDirection,81.22,16.98
1016,90,0.237,UpDirection,43.04,13.71
1017,90,0.0376,UpDirection,0.25,2.16
1018,90,-0.1024,DownDirection,87.29,-5.88
1019,90,-0.2028,DownDirection,4.58,-11.7
1020,90,-0.0474,DownDirection,95.48,-2.72
1021,270,-0.0877,DownDirection,-22.3,-5.03
1022,270,0.0707,UpDirection,-8.44,4.05
1023,90,0.2076,UpDirection,146.15,11.98
1024,90,0.0269,UpDirection,61.36,1.54
1025,270,0.3235,UpDirection,127.82,18.88
1026,90,0.0387,UpDirection,78.98,2.22
1027,90,0.2063,UpDirection,-18.71,11.91
1028,90,-0.2379,DownDirection,10.73,-13.76
1029,270,0.1093,UpDirection,33.3,6.27
1030,270,0.6598,UpDirection,102.93,41.29
1031,270,0.7512,UpDirection,-48.13,48.7
1032,270,-0.7638,DownDirection,-4.6,-49.8
1033,90,-0.4692,DownDirection,38.38,-27.98
1034,270,0.3545,UpDirection,45.25,20.76
1035,90,-0.2227,DownDirection,7.86,-12.87
1036,270,0.7299,UpDirection,163.27,46.88
1037,90,-0.39,DownDirection,17.32,-22.95
1038,90,0.9212,UpDirection,151.05,67.1
1039,270,0.384,UpDirection,105.81,22.58
1040,270,0.2536,UpDirection,60.61,14.69
1041,90,0.2362,UpDirection,48.8,13.67
1042,90,0.3759,UpDirection,-15.21,22.08
1043,270,0.2714,UpDirection,22.11,15.75
1044,270,0.9634,UpDirection,-23,74.45
1045,90,-0.6128,DownDirection,44.65,-37.79
1046,90,-0.3719,DownDirection,1.3,-21.83
1047,270,-0.9004,DownDirection,37.44,-64.2
1048,270,0.3281,UpDirection,10.61,19.15
1049,270,-0.0094,DownDirection,-0.85,-0.54
1050,90,-0.0947,DownDirection,100.31,-5.44
1051,90,-0.1606,DownDirection,-3.58,-9.24
1052,90,0.2282,UpDirection,4.28,13.19
1053,270,-0.1415,DownDirection,79,-8.13
1054,270,0.3826,UpDirection,-4.13,22.5
1055,270,-0.4598,DownDirection,173.44,-27.38
1056,90,-0.1307,DownDirection,12.23,-7.51
1057,270,0.2741,UpDirection,50.02,15.91
1058,90,0.9325,UpDirection,90.69,68.83
1059,270,-0.7292,DownDirection,65.21,-46.82
1060,90,0.9935,UpDirection,81.9,83.45
1061,270,-0.4047,DownDirection,20.26,-23.87
1062,90,-0.0485,DownDirection,22.75,-2.78
1063,90,-0.0106,DownDirection,11.45,-0.61
1064,90,0.0854,UpDirection,125.13,4.9
1065,270,-0.7146,DownDirection,39.4,-45.61
1066,90,0.1144,UpDirection,79.51,6.57
1067,270,0.5906,UpDirection,92.92,36.2
1068,270,0.6507,UpDirection,97.97,40.59
1069,270,0.2234,UpDirection,7.51,12.91
1070,90,0.2866,UpDirection,-23.72,16.65
1071,270,0.1439,UpDirection,20.2,8.28
1072,270,0.3813,UpDirection,79.6,22.42
1073,270,0.3846,UpDirection,145.05,22.62
1074,90,-0.5588,DownDirection,1.17,-33.97
1075,270,0.1337,UpDirection,3.72,7.68
1076,270,0.0741,UpDirection,-48.31,4.25
1077,270,0.4883,UpDirection,125.94,29.23
1078,90,0.3507,UpDirection,67.04,20.53
1079,90,0.9483,UpDirection,-30.72,71.5
1080,90,-0.013,DownDirection,-1.54,-0.74
1081,270,-0.2269,DownDirection,2.97,-13.11
1082,90,0.4322,UpDirection,44.37,25.61
1083,90,0.0898,UpDirection,28.56,5.15
1084,90,-0.0813,DownDirection,15.59,-4.66
1085,90,-0.0689,DownDirection,44.99,-3.95
1086,270,0.2036,UpDirection,43.89,11.75
1087,270,-0.4598,DownDirection,173.24,-27.38
1088,270,0.491,UpDirection,113.91,29.41
1089,270,0.213,UpDirection,-17.71,12.3
1090,270,-0.8669,DownDirection,38.27,-60.1
1091,270,-0.31,DownDirection,0.05,-18.06
1092,90,0.9667,UpDirection,43.13,75.17
1093,90,0.2175,UpDirection,16.88,12.56
1094,90,-0.2298,DownDirection,1.44,-13.28
1095,270,0.2069,UpDirection,21.43,11.94
1096,90,0.0851,UpDirection,26.54,4.88
1097,90,0.2004,UpDirection,146.85,11.56
1098,270,-0.7037,DownDirection,53.92,-44.72
1099,270,-0.9531,DownDirection,49.69,-72.39
1100,270,-0.9747,DownDirection,97.38,-77.08
1101,90,-0.1954,DownDirection,172.39,-11.27
1102,90,0.975,UpDirection,-48.96,77.15
1103,90,0.1021,UpDirection,95.75,5.86
1104,90,-0.6621,DownDirection,61.36,-41.46
1105,90,-0.3784,DownDirection,40.86,-22.24
1106,270,0.4596,UpDirection,85.87,27.36
1107,270,0.0264,UpDirection,-7.62,1.51
1108,90,0.7727,UpDirection,143.39,50.59
1109,90,0.0652,UpDirection,113.79,3.74
1110,270,0.2046,UpDirection,23.76,11.81
1111,270,-0.0419,DownDirection,-7.18,-2.4
1112,270,0.388,UpDirection,54.52,22.83
1113,90,0.402,UpDirection,108.12,23.7
1114,90,0.3567,UpDirection,66.42,20.9
1115,90,0.8399,UpDirection,77.01,57.13
1116,90,0.6634,UpDirection,72.94,41.56
1117,90,-0.1985,DownDirection,-36.74,-11.45
1118,270,-0.7712,DownDirection,47.36,-50.46
1119,90,0.2146,UpDirection,131.85,12.39
1120,270,-0.8828,DownDirection,43.08,-61.98
1121,90,-0.3466,DownDirection,-36.2,-20.28
1122,90,0.1878,UpDirection,134.09,10.83
1123,90,0.9311,UpDirection,-74.8,68.61
1124,90,0.9977,UpDirection,-109.25,86.15
1125,270,-0.4781,DownDirection,28.16,-28.56
1126,270,-0.279,DownDirection,41.7,-16.2
1127,270,-0.0683,DownDirection,-7.77,-3.91
1128,90,0.9751,UpDirection,166.59,77.18
1129,90,-0.5448,DownDirection,-23.57,-33.01
1130,270,0.1553,UpDirection,-39.85,8.93
1131,90,0.8982,UpDirection,176.59,63.92
1132,270,0.1968,UpDirection,26.31,11.35
1133,270,0.4701,UpDirection,119.89,28.04
1134,270,-0.2731,DownDirection,7.42,-15.85
1135,90,-0.734,DownDirection,22.04,-47.22
1136,270,0.01,UpDirection,129.48,0.57
1137,90,-0.6736,DownDirection,-31.29,-42.34
1138,90,-0.8689,DownDirection,74.29,-60.33
1139,270,0.1588,UpDirection,-3.02,9.14
1140,270,-0.2545,DownDirection,16.51,-14.74
1141,90,-0.3534,DownDirection,-31.25,-20.7
1142,270,-0.1308,DownDirection,129.09,-7.52
1143,90,-0.0534,DownDirection,-14.94,-3.06
1144,90,-0.8012,DownDirection,123.5,-53.24
1145,270,0.6245,UpDirection,3.83,38.64
1146,90,0.3916,UpDirection,-25.48,23.06
1147,90,-0.6206,DownDirection,24.78,-38.36
1148,90,-0.8623,DownDirection,-8.14,-59.58
1149,270,0.1802,UpDirection,98.45,10.38
1150,90,-0.3536,DownDirection,111.63,-20.71
1151,90,-0.8741,DownDirection,-17.03,-60.93
1152,90,-0.9281,DownDirection,64.35,-68.14
1153,270,0.9098,UpDirection,76.24,65.47
1154,90,0.6863,UpDirection,-15.18,43.34
1155,270,-0.5554,DownDirection,108.74,-33.74
1156,90,-0.1978,DownDirection,4.67,-11.41
1157,90,-0.7996,DownDirection,108.58,-53.1
1158,90,-0.8231,DownDirection,30.41,-55.4
1159,270,0.6831,UpDirection,46.95,43.09
1160,270,0.9966,UpDirection,-44.2,85.3
1161,90,-0.7508,DownDirection,4.54,-48.66
1162,270,-0.5209,DownDirection,129.28,-31.39
1163,270,0.446,UpDirection,123.96,26.49
1164,90,0.4152,UpDirection,-33.42,24.53
1165,270,0.6286,UpDirection,-2.34,38.95
1166,270,0.1762,UpDirection,-8.42,10.15
1167,90,0.0067,UpDirection,112.87,0.38
1168,90,-0.365,DownDirection,130.22,-21.41
1169,90,-0.6967,DownDirection,-3.86,-44.17
1170,270,-0.12,DownDirection,129.91,-6.89
1171,270,0.2624,UpDirection,-3.36,15.22
1172,90,-0.956,DownDirection,8.83,-72.93
1173,270,0.8112,UpDirection,117.19,54.21
1174,270,0.9991,UpDirection,117.11,87.56
1175,90,-0.3394,DownDirection,-29.29,-19.84
1176,90,-0.9971,DownDirection,5.28,-85.65
1177,270,0.5295,UpDirection,-1.63,31.97
1178,90,-0.46,DownDirection,39.62,-27.39
1179,90,-0.5973,DownDirection,0.14,-36.68
1180,270,0.9394,UpDirection,73.03,69.96
1181,270,0.5428,UpDirection,22.44,32.87
1182,90,-0.4739,DownDirection,1.33,-28.29
1183,270,0.1618,UpDirection,-4.16,9.31
1184,270,0.0617,UpDirection,-26.73,3.54
1185,270,0.9821,UpDirection,-80.61,79.14
1186,90,-0.7532,DownDirection,45.61,-48.87
1187,90,-0.5337,DownDirection,100.71,-32.26
1188,270,0.7652,UpDirection,-49.95,49.93
1189,90,-0.1837,DownDirection,-23.86,-10.59
1190,90,-0.0137,DownDirection,84.57,-0.79
1191,270,0.7221,UpDirection,142.45,46.23
1192,90,0.208,UpDirection,6.78,12
1193,90,-0.6097,DownDirection,-24.03,-37.57
1194,270,0.4834,UpDirection,124.77,28.91
1195,270,0.7295,UpDirection,38.06,46.84
1196,270,0.803,UpDirection,-17.85,53.42
1197,90,0.0689,UpDirection,9.38,3.95
1198,270,0.8094,UpDirection,-57.6,54.04
1199,270,0.6598,UpDirection,45.32,41.28
1200,90,0.0223,UpDirection,-9.34,1.28
1201,90,-0.9223,DownDirection,9.67,-67.26
1202,90,-0.9258,DownDirection,27.01,-67.79
1203,270,0.5113,UpDirection,104.33,30.75
1204,270,0.304,UpDirection,-4.46,17.7
1205,270,0.8411,UpDirection,122.21,57.26
1206,270,0.6614,UpDirection,-3.9,41.41
1207,270,0.9568,UpDirection,154.75,73.09
1208,90,-0.7099,DownDirection,0.88,-45.23
1209,90,-0.0076,DownDirection,-18.19,-0.43
1210,270,0.4394,UpDirection,71.05,26.06
1211,90,-0.8352,DownDirection,79.1,-56.64
1212,270,0.6126,UpDirection,17.05,37.78
1213,270,0.9052,UpDirection,-57.28,64.85
1214,90,-0.8368,DownDirection,95.2,-56.81
1215,90,-0.9357,DownDirection,25.67,-69.34
1216,90,-0.285,DownDirection,-28.34,-16.56
1217,270,0.3784,UpDirection,101.55,22.23
1218,90,-0.3381,DownDirection,-20.89,-19.76
1219,90,-0.9784,DownDirection,102.76,-78.06
1220,90,-0.5786,DownDirection,40.35,-35.36
1221,90,-0.6477,DownDirection,53.69,-40.37
1222,90,-0.1822,DownDirection,178.41,-10.5
1223,270,0.833,UpDirection,-5.1,56.41
1224,270,0.8543,UpDirection,14.02,58.68
1225,270,0.775,UpDirection,-19.4,50.8
1226,270,0.432,UpDirection,138.99,25.6
1227,90,-0.9076,DownDirection,-10.68,-65.18
1228,270,0.9878,UpDirection,31.01,81.06
1229,270,0.9978,UpDirection,137.03,86.24
1230,90,0.0426,UpDirection,-21.07,2.44
1231,270,0.3195,UpDirection,-21.44,18.63
1232,90,-0.294,DownDirection,-168.09,-17.1
1233,270,0.9221,UpDirection,-0.69,67.23
1234,270,0.9548,UpDirection,54.64,72.71
1235,90,-0.4406,DownDirection,-27.93,-26.14
1236,90,-0.8184,DownDirection,-4.12,-54.92
1237,90,-0.312,DownDirection,-14.35,-18.18
1238,270,0.9818,UpDirection,-90.01,79.07
1239,90,-0.8205,DownDirection,44.58,-55.14
1240,270,-0.4088,DownDirection,82.92,-24.13
1241,90,0.4478,UpDirection,-22.3,26.6
1242,90,-0.809,DownDirection,-4.44,-54
1243,270,0.966,UpDirection,171.52,75.02
1244,270,0.9461,UpDirection,125.99,71.11
1245,90,-0.5956,DownDirection,77.38,-36.56
1246,90,0.3373,UpDirection,16.55,19.71
1247,90,-0.0037,DownDirection,-28.85,-0.21
1248,90,-0.9162,DownDirection,4.87,-66.37
1249,90,-0.9089,DownDirection,137.85,-65.35
1250,270,0.9885,UpDirection,-162.64,81.29
1251,270,0.8888,UpDirection,-151.41,62.72
1252,90,-0.3404,DownDirection,-17.84,-19.9
1253,270,0.4514,UpDirection,-11.63,26.83
1254,90,-0.8749,DownDirection,2.72,-61.04
1255,90,-0.9465,DownDirection,52.88,-71.18
1256,270,0.2622,UpDirection,135.65,15.2
1257,90,-0.9594,DownDirection,100.47,-73.62
1258,270,0.3788,UpDirection,21.4,22.26
1259,90,0.1616,UpDirection,-26.52,9.3
1260,90,0.5537,UpDirection,-14.81,33.62
1261,270,0.6948,UpDirection,-2.91,44.01
1262,90,-0.5771,DownDirection,30.76,-35.25
1263,270,0.9962,UpDirection,12.53,84.99
1264,270,0.9238,UpDirection,-85.92,67.49
1265,270,0.947,UpDirection,2.17,71.27
1266,270,0.3505,UpDirection,92.85,20.52
1267,90,-0.8144,DownDirection,29.98,-54.53
1268,90,-0.6636,DownDirection,-30.8,-41.57
1269,270,0.976,UpDirection,13.59,77.42
1270,270,0.3639,UpDirection,115.11,21.34
1271,270,0.9891,UpDirection,43.18,81.52
1272,90,-0.916,DownDirection,9.66,-66.35
1273,270,0.343,UpDirection,117.51,20.06
1274,270,0.823,UpDirection,18.93,55.38
1275,270,0.9929,UpDirection,-104.35,83.15
1276,270,0.4698,UpDirection,135.66,28.02
1277,90,-0.9167,DownDirection,25.48,-66.45
1278,270,0.8249,UpDirection,-16.99,55.58
1279,270,0.7033,UpDirection,-4.65,44.69
1280,270,0.9251,UpDirection,145.6,67.68
1281,90,-0.7922,DownDirection,109.45,-52.39
1282,90,-0.601,DownDirection,-21.11,-36.94
1283,270,0.9472,UpDirection,-90.25,71.29
1284,90,-0.9408,DownDirection,32.32,-70.19
1285,270,0.6229,UpDirection,-5.13,38.53
1286,270,0.9859,UpDirection,-175.22,80.36
1287,270,0.3037,UpDirection,126.81,17.68
1288,90,-0.8398,DownDirection,-18.48,-57.11
1289,270,-0.2113,DownDirection,15.13,-12.2
1290,90,-0.4755,DownDirection,129.36,-28.39
1291,270,0.0938,UpDirection,158.13,5.38
1292,270,0.9771,UpDirection,-176.19,77.73
1293,90,-0.6707,DownDirection,-24.02,-42.12
1294,270,0.9908,UpDirection,115,82.23
1295,90,-0.5385,DownDirection,1.41,-32.58
1296,270,0.8811,UpDirection,1.24,61.77
1297,90,-0.795,DownDirection,100.94,-52.65
1298,90,-0.6396,DownDirection,-12.23,-39.76
1299,270,0.9869,UpDirection,-26.51,80.71
1300,270,0.9584,UpDirection,170.63,73.42
1301,270,0.9267,UpDirection,164.73,67.93
1302,270,0.9289,UpDirection,-1.03,68.26
1303,90,-0.9364,DownDirection,44.56,-69.46
1304,270,0.9908,UpDirection,0.46,82.23
1305,270,0.9947,UpDirection,-139.08,84.1
1306,90,-0.6964,DownDirection,-0.08,-44.14
1307,270,0.7936,UpDirection,21.74,52.52
1308,90,0.9981,DownDirection,109.64,86.45
1309,90,0.0812,DownDirection,-116.77,4.66
1310,270,0.5093,UpDirection,93.69,30.62
1311,270,0.9116,UpDirection,1.68,65.73
1312,270,0.9663,UpDirection,-13.76,75.07
1313,270,0.42,UpDirection,126.15,24.83
1314,270,0.7386,UpDirection,52.66,47.61
1315,270,0.7181,UpDirection,51.06,45.9
1316,270,0.8214,UpDirection,-57.77,55.23
1317,270,0.9284,UpDirection,-85.21,68.19
1318,90,-0.3091,DownDirection,-26.9,-18
1319,270,0.9885,UpDirection,-107.58,81.3
1320,270,0.9351,UpDirection,12.09,69.25
1321,270,0.771,UpDirection,-9.39,50.45
1322,270,0.3675,UpDirection,73.91,21.56
1323,270,0.436,UpDirection,92.01,25.85
1324,90,0.1755,UpDirection,-20.61,10.11
1325,270,0.5944,UpDirection,-3.27,36.47
1326,270,0.4609,UpDirection,140.55,27.44
1327,270,0.9288,UpDirection,117.75,68.25
1328,270,0.9792,UpDirection,123.5,78.3
1329,90,-0.4313,DownDirection,108.7,-25.55
1330,270,0.9456,UpDirection,22.68,71.02
1331,90,-0.9737,DownDirection,112.81,-76.84
1332,270,0.4651,UpDirection,18.94,27.72
1333,270,0.7008,UpDirection,-48.37,44.49
1334,90,-0.7191,DownDirection,24.17,-45.98
1335,270,0.9211,UpDirection,-31.1,67.08
1336,270,0.2818,UpDirection,82.01,16.37
1337,270,0.9462,UpDirection,153.64,71.11
1338,270,0.9497,UpDirection,125.08,71.75
1339,270,0.9336,UpDirection,19.61,69
1340,270,0.7715,UpDirection,-116.87,50.49
1341,270,0.1253,UpDirection,80.86,7.2
1342,270,0.2896,UpDirection,6.79,16.83
1343,270,-0.3936,DownDirection,30.25,-23.18
1344,90,0.5238,UpDirection,137.97,31.58
1345,90,0.3494,UpDirection,14.77,20.45
1346,90,-0.2329,DownDirection,0.47,-13.47
1347,90,-0.1798,DownDirection,0.68,-10.36
1348,90,-0.1232,DownDirection,6.95,-7.08
1349,90,-0.1355,DownDirection,13.26,-7.79
1350,90,-0.094,DownDirection,15.22,-5.39
1351,90,0.005,UpDirection,29.01,0.29
1352,270,0.0459,UpDirection,38.34,2.63
1353,270,-0.114,DownDirection,43.26,-6.55
1354,270,0.0853,UpDirection,45.69,4.89
1355,270,-0.0098,DownDirection,18.92,-0.56
1356,270,-0.0447,DownDirection,22.83,-2.56
1357,270,-0.1457,DownDirection,3.57,-8.38
1358,270,-0.0291,DownDirection,-13.15,-1.67
1359,270,0.1849,UpDirection,-17.1,10.66
1360,270,0.3395,UpDirection,-26.45,19.84
1361,270,0.179,UpDirection,-30.4,10.31
1362,270,0.2014,UpDirection,94.2,11.62
1363,270,0.2217,UpDirection,92.95,12.81
1364,270,0.1262,UpDirection,122.48,7.25
1365,90,-0.1706,DownDirection,-49.81,-9.82
1366,90,-0.112,DownDirection,-38.22,-6.43
1367,90,0.2591,UpDirection,-15.66,15.02
1368,90,0.1236,UpDirection,-0.56,7.1
1369,270,-0.049,DownDirection,110.61,-2.81
1370,270,-0.0496,DownDirection,90.55,-2.84
1371,270,-0.3399,DownDirection,86.43,-19.87
1372,90,0.4284,UpDirection,-76.59,25.37
1373,270,-0.4571,DownDirection,92.39,-27.2
1374,270,-0.6201,DownDirection,34.45,-38.32
1375,270,-0.2437,DownDirection,27.78,-14.11
1376,270,0.3606,UpDirection,107.54,21.14
1377,270,0.3265,UpDirection,88.38,19.06
1378,270,0.9554,UpDirection,160.29,72.82
1379,90,-0.8217,DownDirection,-16.96,-55.26
1380,90,-0.728,DownDirection,5.2,-46.72
1381,270,0.4976,UpDirection,64.39,29.84
1382,270,-0.4665,DownDirection,85.25,-27.81
1383,90,0.9155,UpDirection,-108.17,66.28
1384,90,0.9764,UpDirection,79.28,77.53
1385,270,0.2971,UpDirection,-4.54,17.28
1386,270,0.3134,UpDirection,-2.49,18.26
1387,270,0.7784,UpDirection,46.36,51.12
1388,90,0.5353,UpDirection,-155.86,32.36
1389,270,0.8095,UpDirection,36.91,54.05
1390,270,0.8359,UpDirection,60,56.71
1391,270,0.8993,UpDirection,118.63,64.06
1392,270,0.8552,UpDirection,103.44,58.79
1393,90,-0.3165,DownDirection,-12.03,-18.45
1394,270,-0.4527,DownDirection,11.98,-26.92
1395,270,0.9305,UpDirection,-41.44,68.51
1396,270,0.7176,UpDirection,1.7,45.86
1397,270,0.4739,UpDirection,31.71,28.29
1398,90,-0.2602,DownDirection,-0.26,-15.08
1399,90,-0.0065,DownDirection,-171.58,-0.37
1400,90,-0.3197,DownDirection,27.15,-18.65
1401,90,-0.3594,DownDirection,116.04,-21.06
1402,90,-0.4905,DownDirection,99.25,-29.37
1403,270,0.7281,UpDirection,69.23,46.73
1404,270,0.533,UpDirection,13.99,32.21
1405,270,0.5975,UpDirection,19.58,36.69
1406,270,0.5655,UpDirection,20,34.44
1407,270,0.6539,UpDirection,9.09,40.84
1408,270,0.7824,UpDirection,9.96,51.48
1409,270,0.5894,UpDirection,28.37,36.11
1410,90,-0.8521,DownDirection,21.34,-58.44
1411,90,-0.8021,DownDirection,19.95,-53.33
1412,90,-0.731,DownDirection,-5.94,-46.97
1413,90,-0.7422,DownDirection,-0.11,-47.92
1414,90,-0.8639,DownDirection,36.5,-59.76
1415,90,-0.9002,DownDirection,4.62,-64.18
1416,90,0.7146,UpDirection,-150.61,45.61
1417,90,0.7327,UpDirection,-149.17,47.11
1418,270,-0.2493,DownDirection,-29.99,-14.44
1419,270,0.5117,UpDirection,-30.58,30.78
1420,270,-0.3611,DownDirection,53.15,-21.17
1421,270,-0.5712,DownDirection,56.01,-34.84
1422,270,0.3036,UpDirection,44.61,17.67
1423,270,0.9591,UpDirection,115.5,73.56
1424,270,0.9505,UpDirection,109.09,71.89
1425,270,0.8982,UpDirection,86.64,63.92
1426,270,0.8274,UpDirection,66.44,55.83
1427,270,0.8143,UpDirection,62.07,54.52
1428,270,0.6989,UpDirection,59.01,44.34
1429,270,0.8398,UpDirection,90.95,57.12
1430,270,-0.092,DownDirection,-3.64,-5.28
1431,270,-0.0193,DownDirection,-2.28,-1.11
1432,270,0.0671,UpDirection,3.13,3.85
1433,90,0.1137,UpDirection,126.97,6.53
1434,270,0.0822,UpDirection,3.44,4.71
1435,270,0.7746,UpDirection,119.56,50.77
1436,270,0.7767,UpDirection,134.88,50.96
1437,90,0.1765,UpDirection,-39.3,10.17
1438,90,-0.3433,DownDirection,-11.43,-20.08
1439,90,-0.3725,DownDirection,-11.83,-21.87
1440,90,-0.5629,DownDirection,22.05,-34.26
1441,90,-0.379,DownDirection,31.4,-22.27
1442,90,-0.2087,DownDirection,-4.65,-12.04
1443,90,-0.1479,DownDirection,-5.05,-8.51
1444,90,-0.1217,DownDirection,-7.98,-6.99
1445,90,-0.2198,DownDirection,-11.97,-12.7
1446,90,-0.222,DownDirection,-11.04,-12.83
1447,90,-0.5982,DownDirection,-11.79,-36.74
1448,90,-0.2973,DownDirection,-15.26,-17.29
1449,270,0.5934,UpDirection,50.92,36.4
1450,270,0.6454,UpDirection,77.83,40.19
1451,270,0.644,UpDirection,108.58,40.09
1452,270,0.6391,UpDirection,110.19,39.72
1453,90,-0.4618,DownDirection,-28.24,-27.51
1454,90,-0.3259,DownDirection,-18.05,-19.02
1455,90,0.0242,UpDirection,6.3,1.39
1456,90,-0.314,DownDirection,-16.57,-18.3
1457,90,-0.4363,DownDirection,-25.22,-25.87
1458,90,-0.3887,DownDirection,-24.07,-22.87
1459,90,-0.4416,DownDirection,-21.94,-26.21
1460,90,-0.4478,DownDirection,-20.28,-26.6
1461,90,-0.3937,DownDirection,-18.42,-23.18
1462,90,-0.3193,DownDirection,-23.45,-18.62
1463,270,0.4207,UpDirection,49.46,24.88
1464,270,0.6698,UpDirection,155.24,42.05
1465,270,0.3822,UpDirection,132.74,22.47
1466,90,-0.2294,DownDirection,-11.38,-13.26
1467,90,-0.4904,DownDirection,14.71,-29.37
1468,270,0.2038,UpDirection,127.92,11.76
1469,270,0.8065,UpDirection,-109.01,53.76
1470,90,-0.6483,DownDirection,134.12,-40.41
1471,270,0.8733,UpDirection,-107.13,60.85
1472,90,-0.9365,DownDirection,135.13,-69.48
1473,90,0.8015,UpDirection,4.74,53.27
1474,90,0.7947,UpDirection,4.23,52.62
1475,270,-0.7841,DownDirection,87.83,-51.64
1476,270,-0.492,DownDirection,67.07,-29.47
1477,270,-0.4466,DownDirection,80.11,-26.53
1478,270,-0.4958,DownDirection,63.49,-29.72
1479,270,-0.1551,DownDirection,8.54,-8.92
1480,270,0.3371,UpDirection,33.1,19.7
1481,90,-0.9283,DownDirection,-62.11,-68.17
1482,270,0.8955,UpDirection,18.79,63.57
1483,270,0.5519,UpDirection,113.77,33.5
1484,270,0.8802,UpDirection,-88.75,61.66
1485,270,0.8941,UpDirection,-91.21,63.39
1486,90,-0.6023,DownDirection,6.17,-37.04
1487,90,-0.7282,DownDirection,2.74,-46.74
1488,270,0.7661,UpDirection,-177.46,50.01
1489,270,0.9122,UpDirection,-165.37,65.81
1490,270,0.9466,UpDirection,-164.58,71.19
1491,270,0.9832,UpDirection,-108.93,79.48
1492,270,0.9481,UpDirection,-30.43,71.46
1493,270,0.9466,UpDirection,-25.1,71.19
