Area,Direction,Normal_Z,Result,Azimuth,Elevation
1494,270,0.8231,UpDirection,6.12,55.39
1495,270,0.8256,UpDirection,6.18,55.65
1496,90,-0.2225,DownDirection,-1.96,-12.86
1497,90,0.7443,UpDirection,-31.48,48.1
1498,90,0.8357,UpDirection,-43.33,56.69
1499,90,0.1083,UpDirection,8.67,6.22
1500,90,-0.2849,DownDirection,-33.52,-16.55
1501,270,0.6832,UpDirection,111.7,43.09
1502,270,0.2381,UpDirection,90.64,13.77
1503,270,0.0248,UpDirection,85.77,1.42
1504,270,-0.2048,DownDirection,7.45,-11.82
1505,270,-0.1293,DownDirection,-0.22,-7.43
1506,270,-0.1876,DownDirection,-1.38,-10.81
1507,270,0.0516,UpDirection,89.96,2.96
1508,270,0.0846,UpDirection,0.99,4.85
1509,270,0.0378,UpDirection,-13.88,2.17
1510,270,0.1481,UpDirection,12.26,8.52
1511,270,-0.975,DownDirection,48.97,-77.15
1512,90,-0.2046,DownDirection,-23.76,-11.81
1513,90,0.8669,UpDirection,-38.28,60.1
1514,270,-0.42,DownDirection,-7.76,-24.84
1515,90,0.4777,UpDirection,130.73,28.54
1516,270,0.3368,UpDirection,126.42,19.68
1517,270,-0.9947,DownDirection,-146.34,-84.1
1518,90,0.0353,UpDirection,-14.21,2.02
1519,270,-0.8434,DownDirection,-111,-57.5
1520,270,-0.3612,DownDirection,-7.55,-21.18
1521,270,0.2559,UpDirection,-22.13,14.83
1522,90,0.036,UpDirection,12,2.06
1523,90,0.3599,UpDirection,67.2,21.1
1524,90,0.7415,UpDirection,0.47,47.86
1525,270,0.1659,UpDirection,124.42,9.55
1526,270,-0.9483,DownDirection,30.73,-71.5
1527,270,-0.0636,DownDirection,-4.49,-3.65
1528,270,0.0834,UpDirection,-2.23,4.78
1529,270,-0.0898,DownDirection,-28.56,-5.15
1530,270,-0.8508,DownDirection,-12.22,-58.3
1531,270,0.0944,UpDirection,118.94,5.42
1532,90,0.7381,UpDirection,-0.28,47.57
1533,270,0.1473,UpDirection,2.99,8.47
1534,90,-0.1615,DownDirection,-13.81,-9.29
1535,270,0.2246,UpDirection,125.56,12.98
1536,90,0.469,UpDirection,100.12,27.97
1537,270,0.0287,UpDirection,-9.83,1.64
1538,90,-0.1247,DownDirection,-26.69,-7.16
1539,270,0.3856,UpDirection,72.15,22.68
1540,90,-0.2229,DownDirection,-18.08,-12.88
1541,270,-0.8993,DownDirection,-22.67,-64.07
1542,270,0.1307,UpDirection,-12.23,7.51
1543,90,0.4047,UpDirection,-20.26,23.87
1544,270,0.0107,UpDirection,-11.45,0.61
1545,90,0.2383,UpDirection,18.32,13.79
1546,270,0.3835,UpDirection,115.2,22.55
1547,270,0.2379,UpDirection,-10.73,13.76
1548,270,0.0971,UpDirection,-1.48,5.57
1549,270,0.0077,UpDirection,-7.06,0.44
1550,90,0.1018,UpDirection,15.33,5.84
1551,270,-0.2971,DownDirection,-11.11,-17.29
1552,90,-0.6037,DownDirection,-5.22,-37.14
1553,270,0.048,UpDirection,29.38,2.75
1554,90,0.1885,UpDirection,-23.77,10.87
1555,90,0.0348,UpDirection,-20.52,1.99
1556,270,-0.2946,DownDirection,-12.2,-17.14
1557,90,0.0988,UpDirection,1.4,5.67
1558,270,0.1062,UpDirection,-11.33,6.1
1559,90,0.3507,UpDirection,112.96,20.53
1560,90,0.0777,UpDirection,-24.96,4.45
1561,90,0.5225,UpDirection,113.05,31.5
1562,90,0.4503,UpDirection,-7.32,26.76
1563,90,0.2778,UpDirection,35.86,16.13
1564,270,0.1606,UpDirection,3.58,9.24
1565,270,0.3631,UpDirection,139.27,21.29
1566,270,-0.038,DownDirection,-16.16,-2.18
1567,90,-0.2233,DownDirection,-7.51,-12.91
1568,270,-0.2174,DownDirection,-16.88,-12.56
1569,270,0.5085,UpDirection,98.93,30.56
1570,90,0.0094,UpDirection,0.85,0.54
1571,270,0.2298,UpDirection,-1.44,13.28
1572,270,0.4963,UpDirection,99.87,29.76
1573,270,0.0813,UpDirection,-15.59,4.66
1574,270,-0.9747,DownDirection,82.63,-77.08
1575,90,0.2004,UpDirection,33.15,11.56
1576,90,-0.2252,DownDirection,-16.65,-13.01
1577,270,0.3624,UpDirection,139.17,21.25
1578,90,0.7419,UpDirection,28.24,47.9
1579,90,0.9933,UpDirection,18.16,83.35
1580,90,0.2807,UpDirection,107.87,16.3
1581,270,0.4736,UpDirection,88.82,28.27
1582,270,0.3678,UpDirection,124.09,21.58
1583,270,0.1028,UpDirection,124.24,5.9
1584,90,0.9531,UpDirection,-49.69,72.39
1585,270,0.3776,UpDirection,137.69,22.19
1586,90,0.6452,UpDirection,132.39,40.18
1587,270,-0.0851,DownDirection,-26.54,-4.88
1588,90,0.3609,UpDirection,67.2,21.16
1589,90,0.4379,UpDirection,50.46,25.97
1590,270,0.3317,UpDirection,133.26,19.37
1591,90,0.6108,UpDirection,70.41,37.65
1592,90,0.7242,UpDirection,56.23,46.41
1593,270,0.0869,UpDirection,-3.25,4.98
1594,270,-0.0813,DownDirection,15.46,-4.66
1595,90,0.8874,UpDirection,83.91,62.55
1596,270,0.2345,UpDirection,131.01,13.56
1597,270,0.4361,UpDirection,30.78,25.86
1598,270,0.1656,UpDirection,121.09,9.53
1599,90,0.3527,UpDirection,74.63,20.65
1600,90,0.3551,UpDirection,94.14,20.8
1601,90,0.8829,UpDirection,46.38,62
1602,90,0.1302,UpDirection,30.86,7.48
1603,90,0.2382,UpDirection,56.56,13.78
1604,90,0.0118,UpDirection,0.29,0.67
1605,90,0.3721,UpDirection,57.39,21.84
1606,90,0.3952,UpDirection,36.61,23.28
1607,90,0.238,UpDirection,126.03,13.77
1608,270,0.2416,UpDirection,86.96,13.98
1609,270,0.3404,UpDirection,104.34,19.9
1610,90,0.9004,UpDirection,-37.44,64.21
1611,90,0.2076,UpDirection,33.85,11.98
1612,270,-0.0972,DownDirection,-34.87,-5.58
1613,270,0.388,UpDirection,125.48,22.83
1614,90,0.8399,UpDirection,102.99,57.13
1615,90,0.6633,UpDirection,107.06,41.56
1616,270,0.01,UpDirection,50.51,0.57
1617,270,0.3535,UpDirection,31.25,20.7
1618,270,0.8623,UpDirection,8.14,59.58
1619,270,0.1802,UpDirection,81.55,10.38
1620,270,0.8741,UpDirection,17.02,60.94
1621,270,0.1978,UpDirection,-4.67,11.41
1622,270,0.8232,UpDirection,-30.41,55.4
1623,270,0.4896,UpDirection,60.05,29.31
1624,90,0.0067,UpDirection,67.13,0.38
1625,270,0.3394,UpDirection,29.29,19.84
1626,270,0.9971,UpDirection,-5.27,85.65
1627,90,-0.7532,DownDirection,134.39,-48.87
1628,90,-0.0138,DownDirection,95.43,-0.79
1629,270,0.7221,UpDirection,37.55,46.23
1630,270,0.4852,UpDirection,60.29,29.02
1631,270,0.285,UpDirection,28.34,16.56
1632,270,0.3784,UpDirection,78.45,22.23
1633,270,0.3381,UpDirection,20.89,19.76
1634,90,-0.9784,DownDirection,77.25,-78.06
1635,270,0.5786,UpDirection,-40.35,35.36
1636,90,-0.6477,DownDirection,126.31,-40.37
1637,90,-0.7608,DownDirection,25.77,-49.53
1638,270,0.312,UpDirection,14.35,18.18
1639,90,-0.8205,DownDirection,135.42,-55.14
1640,270,0.2622,UpDirection,44.35,15.2
1641,270,-0.1616,DownDirection,26.52,-9.3
1642,270,0.5771,UpDirection,-30.76,35.25
1643,270,0.3505,UpDirection,87.15,20.52
1644,270,0.8144,UpDirection,-29.98,54.53
1645,270,0.3639,UpDirection,64.89,21.34
1646,270,0.343,UpDirection,62.49,20.06
1647,270,0.4698,UpDirection,44.34,28.02
1648,270,0.5093,UpDirection,86.31,30.62
1649,270,0.42,UpDirection,53.85,24.83
1650,270,0.3091,UpDirection,26.9,18
1651,270,0.3675,UpDirection,106.09,21.56
1652,270,0.436,UpDirection,87.99,25.85
1653,270,0.4609,UpDirection,39.46,27.44
1654,90,-0.9737,DownDirection,67.2,-76.84
1655,270,0.2818,UpDirection,97.99,16.37
1656,270,0.2329,UpDirection,-0.47,13.47
1657,270,0.1798,UpDirection,-0.68,10.36
1658,270,0.1232,UpDirection,-6.96,7.08
1659,270,0.1355,UpDirection,-13.26,7.79
1660,270,0.094,UpDirection,-15.22,5.39
1661,270,-0.005,DownDirection,-29,-0.28
1662,270,0.2225,UpDirection,1.96,12.86
1663,270,-0.8015,DownDirection,1.04,-53.28
1664,270,-0.6999,DownDirection,5.27,-44.42
1665,90,0.8724,UpDirection,157.74,60.74
1666,90,0.6118,UpDirection,55.53,37.72
1667,90,0.592,UpDirection,54.52,36.3
1668,90,0.59,UpDirection,94.35,36.16
1669,90,-0.3577,DownDirection,97.94,-20.96
1670,270,-0.6256,DownDirection,-15.55,-38.73
1671,90,0.1276,UpDirection,-22.82,7.33
1672,90,-0.9305,DownDirection,-178.07,-68.51
1673,90,0.3178,UpDirection,-110.55,18.53
1674,270,-0.6799,DownDirection,115.75,-42.84
1675,270,-0.5153,DownDirection,110.24,-31.02
1676,270,-0.5781,DownDirection,96.76,-35.32
1677,270,-0.7096,DownDirection,86.15,-45.2
1678,270,-0.722,DownDirection,100.7,-46.22
1679,270,-0.6832,DownDirection,30.1,-43.09
1680,270,-0.592,DownDirection,24.27,-36.3
1681,90,-0.9387,DownDirection,87.83,-69.83
1682,90,-0.9003,DownDirection,67.47,-64.2
1683,90,-0.8858,DownDirection,73.28,-62.35
1684,90,-0.5117,DownDirection,16.19,-30.77
1685,270,0.2588,UpDirection,93.01,15
1686,270,0.2588,UpDirection,93.01,15
1687,270,0.2588,UpDirection,93.01,15
1688,270,0.2381,UpDirection,90.64,13.77
1689,270,0.2381,UpDirection,90.64,13.77
1690,270,0.2381,UpDirection,90.64,13.77
1691,270,0.0905,UpDirection,65.03,5.19
1692,270,0.3066,UpDirection,71.22,17.85
1693,270,0.2804,UpDirection,48.43,16.28
1694,270,0.1196,UpDirection,45.04,6.87
1695,270,0.2242,UpDirection,23.66,12.96
1696,270,0.2159,UpDirection,22.13,12.47
1697,270,0.2119,UpDirection,22.57,12.23
1698,270,0.2401,UpDirection,19.9,13.89
1699,270,0.292,UpDirection,81.23,16.98
1700,270,0.292,UpDirection,81.23,16.98
1701,270,0.292,UpDirection,81.23,16.98
1702,90,-0.3268,DownDirection,-6.13,-19.08
1703,90,-0.1278,DownDirection,22.71,-7.34
1704,90,-0.1278,DownDirection,22.71,-7.34
1705,90,-0.1278,DownDirection,22.71,-7.34
1706,270,0.2602,UpDirection,111.41,15.08
1707,270,0.3057,UpDirection,111.41,17.8
1708,90,-0.1044,DownDirection,16,-5.99
1709,90,-0.1043,DownDirection,16,-5.99
1710,270,0.2972,UpDirection,118.77,17.29
1711,270,0.29,UpDirection,115.74,16.86
1712,270,0.288,UpDirection,119.44,16.74
1713,90,-0.0642,DownDirection,15.78,-3.68
1714,90,-0.1709,DownDirection,-1.84,-9.84
1715,270,0.4606,UpDirection,9.77,27.43
1716,90,0.0758,UpDirection,-10.68,4.35
1717,90,-0.015,DownDirection,20.86,-0.86
1718,90,-0.015,DownDirection,20.86,-0.86
1719,90,-0.015,DownDirection,20.86,-0.86
1720,90,-0.1926,DownDirection,-8.69,-11.11
1721,90,-0.144,DownDirection,4.5,-8.28
1722,270,0.3042,UpDirection,65.55,17.71
1723,270,0.0129,UpDirection,44.54,0.74
1724,270,0.2884,UpDirection,52.6,16.76
1725,270,0.2871,UpDirection,44.87,16.68
1726,90,-0.2541,DownDirection,-41.94,-14.72
1727,90,-0.2675,DownDirection,-38.95,-15.51
1728,270,0.3111,UpDirection,125.86,18.13
1729,90,-0.325,DownDirection,-41.32,-18.96
1730,270,0.356,UpDirection,53.46,20.86
1731,270,0.2836,UpDirection,41.55,16.47
1732,90,0.0929,UpDirection,58.01,5.33
1733,90,0.402,UpDirection,108.12,23.7
1734,90,0.326,UpDirection,80.8,19.02
1735,90,0.386,UpDirection,99.21,22.71
1736,90,0.3552,UpDirection,72.39,20.81
1737,90,0.0468,UpDirection,12.52,2.68
1738,90,0.1358,UpDirection,38.85,7.8
1739,90,0.0625,UpDirection,30.14,3.58
1740,90,0.0263,UpDirection,20.84,1.51
1741,270,0.4389,UpDirection,82.61,26.03
1742,270,0.482,UpDirection,109.74,28.82
1743,270,-0.1875,DownDirection,-1.38,-10.81
1744,270,0.3152,UpDirection,59.69,18.37
1745,270,0.1092,UpDirection,33.3,6.27
1746,270,0.1135,UpDirection,26.51,6.52
1747,270,0.4345,UpDirection,78.24,25.76
1748,270,0.4085,UpDirection,132.96,24.11
1749,270,0.3582,UpDirection,62.44,20.99
1750,270,0.482,UpDirection,109.74,28.82
1751,90,-0.0194,DownDirection,47.98,-1.11
1752,90,-0.0785,DownDirection,31.86,-4.5
1753,270,-0.3457,DownDirection,-22.53,-20.22
